AMount,Total,SRNO,Date,AveragePrice,BuyORSell,OrHold,Price,TQQQInvest,TOtQty,TQQQInvested,TQQQValues,PL,Adj Close,QQQInvest,QTRY,QQQInvested,QQQValues,PL,Invested,Price,,,,SOXL,10,,,,,
0,"24,000.00",331,5/30/2018,11.02,B,H,11.26,0.00,"5,938.34","63,555.66","66,865.73",5.21%,19.28,0,25.41,500.00,489.84,-2.03%,"24,000.00","67,355.57",180.65%,0,,,,,,,,
0,"24,000.00",332,5/31/2018,11.06,S,S,11.01,0.00,0.00,0.00,0.00,0.00%,19.18,"66,865.73","3,511.63","67,365.73","67,353.03",-0.02%,"24,000.00","67,353.03",180.64%,66.86573499,,,,,,,,
0,"24,000.00",333,6/1/2018,11.21,B,B,11.75,"67,353.03","5,732.17","67,353.03","67,353.03",0.00%,18.89,0,0.00,0.00,0.00,0.00%,"24,000.00","67,353.03",180.64%,67.35303174,,,,,,,,
0,"24,000.00",334,6/4/2018,11.35,B,H,12.04,0.00,"5,732.17","67,353.03","69,015.36",2.47%,18.47,0,0.00,0.00,0.00,0.00%,"24,000.00","69,015.36",187.56%,0,,,,,,,,
0,"24,000.00",335,6/5/2018,11.50,B,H,12.2,0.00,"5,732.17","67,353.03","69,932.51",3.83%,18.62,0,0.00,0.00,0.00,0.00%,"24,000.00","69,932.51",191.39%,0,,,,,,,,
0,"24,000.00",336,6/6/2018,11.68,B,H,12.43,0.00,"5,732.17","67,353.03","71,250.91",5.79%,18.17,0,0.00,0.00,0.00,0.00%,"24,000.00","71,250.91",196.88%,0,,,,,,,,
0,"24,000.00",337,6/7/2018,11.84,B,H,12.1,0.00,"5,732.17","67,353.03","69,359.29",2.98%,18.70,0,0.00,0.00,0.00,0.00%,"24,000.00","69,359.29",189.00%,0,,,,,,,,
0,"24,000.00",338,6/8/2018,11.90,S,S,11.79,0.00,0.00,0.00,0.00,0.00%,18.50,"69,359.29","3,749.15","69,359.29","69,359.29",0.00%,"24,000.00","69,359.29",189.00%,69.35929226,,,,,,,,
0,"24,000.00",339,6/11/2018,11.90,S,H,11.7,0.00,0.00,0.00,0.00,0.00%,18.41,0,"3,749.15","69,359.29","69,021.87",-0.49%,"24,000.00","69,021.87",187.59%,0,,,,,,,,
0,"24,000.00",340,6/12/2018,11.96,S,H,11.88,0.00,0.00,0.00,0.00,0.00%,18.39,0,"3,749.15","69,359.29","68,946.89",-0.59%,"24,000.00","68,946.89",187.28%,0,,,,,,,,
0,"24,000.00",341,6/13/2018,12.03,S,H,11.84,0.00,0.00,0.00,0.00,0.00%,18.37,0,"3,749.15","69,359.29","68,871.90",-0.70%,"24,000.00","68,871.90",186.97%,0,,,,,,,,
0,"24,000.00",342,6/14/2018,12.12,S,H,12.04,0.00,0.00,0.00,0.00,0.00%,18.82,0,"3,749.15","69,359.29","70,559.02",1.73%,"24,000.00","70,559.02",194.00%,0,,,,,,,,
0,"24,000.00",343,6/15/2018,12.15,S,H,12.02,0.00,0.00,0.00,0.00,0.00%,18.85,0,"3,749.15","69,359.29","70,671.50",1.89%,"24,000.00","70,671.50",194.46%,0,,,,,,,,
0,"24,000.00",344,6/18/2018,12.11,S,H,11.65,0.00,0.00,0.00,0.00,0.00%,18.83,0,"3,749.15","69,359.29","70,596.51",1.78%,"24,000.00","70,596.51",194.15%,0,,,,,,,,
1000,"25,000.00",345,6/19/2018,12.01,S,H,11.24,500.00,44.48,500.00,500.00,0.00%,19.05,500,"3,775.40","69,859.29","71,921.33",2.95%,"25,000.00","72,421.33",189.69%,1,,,,,,,,
0,"25,000.00",346,6/20/2018,11.92,S,H,11.42,0.00,44.48,500.00,508.01,1.60%,18.57,0,"3,775.40","69,859.29","70,109.13",0.36%,"25,000.00","70,617.14",182.47%,0,,,,,,,,
0,"25,000.00",347,6/21/2018,11.83,S,H,10.99,0.00,44.48,500.00,488.88,-2.22%,18.81,0,"3,775.40","69,859.29","71,015.23",1.65%,"25,000.00","71,504.11",186.02%,0,,,,,,,,
0,"25,000.00",348,6/22/2018,11.77,S,H,10.73,0.00,44.48,500.00,477.31,-4.54%,18.84,0,"3,775.40","69,859.29","71,128.49",1.82%,"25,000.00","71,605.80",186.42%,0,,,,,,,,
0,"25,000.00",349,6/25/2018,11.61,S,H,9.79,0.00,44.48,500.00,435.50,-12.90%,18.94,0,"3,775.40","69,859.29","71,506.03",2.36%,"25,000.00","71,941.53",187.77%,0,,,,,,,,
0,"25,000.00",350,6/26/2018,11.43,S,H,9.89,0.00,44.48,500.00,439.95,-12.01%,19.01,0,"3,775.40","69,859.29","71,770.31",2.74%,"25,000.00","72,210.26",188.84%,0,,,,,,,,
0,"25,000.00",351,6/27/2018,11.22,S,H,9.16,0.00,44.48,500.00,407.47,-18.51%,19.55,0,"3,775.40","69,859.29","73,809.02",5.65%,"25,000.00","74,216.50",196.87%,0,,,,,,,,
0,"25,000.00",352,6/28/2018,10.94,S,H,9.39,0.00,44.48,500.00,417.70,-16.46%,19.57,0,"3,775.40","69,859.29","73,884.53",5.76%,"25,000.00","74,302.24",197.21%,0,,,,,,,,
0,"25,000.00",353,6/29/2018,10.71,S,H,9.43,0.00,44.48,500.00,419.48,-16.10%,19.36,0,"3,775.40","69,859.29","73,091.70",4.63%,"25,000.00","73,511.18",194.04%,0,,,,,,,,
0,"25,000.00",354,7/2/2018,10.50,S,H,9.61,0.00,44.48,500.00,427.49,-14.50%,19.33,0,"3,775.40","69,859.29","72,978.44",4.46%,"25,000.00","73,405.93",193.62%,0,,,,,,,,
0,"25,000.00",355,7/3/2018,10.22,S,H,9.06,0.00,44.48,500.00,403.02,-19.40%,19.60,0,"3,775.40","69,859.29","73,997.79",5.92%,"25,000.00","74,400.82",197.60%,0,,,,,,,,
0,"25,000.00",356,7/5/2018,10.01,S,H,9.8,0.00,44.48,500.00,435.94,-12.81%,19.80,0,"3,775.40","69,859.29","74,752.87",7.00%,"25,000.00","75,188.82",200.76%,0,,,,,,,,
0,"25,000.00",357,7/6/2018,9.90,B,B,10.17,"74,752.87","7,394.82","75,252.87","75,205.28",-0.06%,19.98,0,0.00,0.00,0.00,0.00%,"25,000.00","75,205.28",200.82%,74.75287351,,,,,,,,
0,"25,000.00",358,7/9/2018,9.92,B,H,10.36,0.00,"7,394.82","75,252.87","76,610.29",1.80%,19.60,0,0.00,0.00,0.00,0.00%,"25,000.00","76,610.29",206.44%,0,,,,,,,,
0,"25,000.00",359,7/10/2018,10.00,B,H,10.68,0.00,"7,394.82","75,252.87","78,976.63",4.95%,19.61,0,0.00,0.00,0.00,0.00%,"25,000.00","78,976.63",215.91%,0,,,,,,,,
1000,"26,000.00",360,7/11/2018,10.02,S,S,9.85,500.00,0.00,0.00,0.00,0.00%,19.81,"79,476.63","4,011.95","79,476.63","79,476.63",0.00%,"26,000.00","79,476.63",205.68%,79.97663165,,,,,,,,
0,"26,000.00",361,7/12/2018,10.10,S,H,10.06,0.00,0.00,0.00,0.00,0.00%,19.82,0,"4,011.95","79,476.63","79,516.75",0.05%,"26,000.00","79,516.75",205.83%,0,,,,,,,,
0,"26,000.00",362,7/13/2018,10.13,S,H,9.93,0.00,0.00,0.00,0.00,0.00%,19.95,0,"4,011.95","79,476.63","80,038.30",0.71%,"26,000.00","80,038.30",207.84%,0,,,,,,,,
0,"26,000.00",363,7/16/2018,10.19,S,H,9.89,0.00,0.00,0.00,0.00,0.00%,19.69,0,"4,011.95","79,476.63","78,995.20",-0.61%,"26,000.00","78,995.20",203.83%,0,,,,,,,,
0,"26,000.00",364,7/17/2018,10.25,B,B,10.33,"78,995.20","7,647.16","78,995.20","78,995.20",0.00%,19.56,0,0.00,0.00,0.00,0.00%,"26,000.00","78,995.20",203.83%,78.99519825,,,,,,,,
0,"26,000.00",365,7/18/2018,10.29,B,H,10.56,0.00,"7,647.16","78,995.20","80,754.05",2.23%,19.34,0,0.00,0.00,0.00,0.00%,"26,000.00","80,754.05",210.59%,0,,,,,,,,
0,"26,000.00",366,7/19/2018,10.37,B,H,10.48,0.00,"7,647.16","78,995.20","80,142.27",1.45%,19.69,0,0.00,0.00,0.00,0.00%,"26,000.00","80,142.27",208.24%,0,,,,,,,,
0,"26,000.00",367,7/20/2018,10.40,S,S,10.33,0.00,0.00,0.00,0.00,0.00%,18.99,"80,142.27","4,220.24","80,142.27","80,142.27",0.00%,"26,000.00","80,142.27",208.24%,80.14227276,,,,,,,,
0,"26,000.00",368,7/23/2018,10.39,S,H,10.37,0.00,0.00,0.00,0.00,0.00%,18.29,0,"4,220.24","80,142.27","77,188.11",-3.69%,"26,000.00","77,188.11",196.88%,0,,,,,,,,
0,"26,000.00",369,7/24/2018,10.39,S,H,10.03,0.00,0.00,0.00,0.00,0.00%,18.48,0,"4,220.24","80,142.27","77,989.95",-2.69%,"26,000.00","77,989.95",199.96%,0,,,,,,,,
0,"26,000.00",370,7/25/2018,10.37,S,H,10.19,0.00,0.00,0.00,0.00,0.00%,18.37,0,"4,220.24","80,142.27","77,525.73",-3.26%,"26,000.00","77,525.73",198.18%,0,,,,,,,,
0,"26,000.00",371,7/26/2018,10.44,B,B,10.75,"77,525.73","7,211.70","77,525.73","77,525.73",0.00%,18.28,0,0.00,0.00,0.00,0.00%,"26,000.00","77,525.73",198.18%,77.52572673,,,,,,,,
0,"26,000.00",372,7/27/2018,10.53,B,H,10.59,0.00,"7,211.70","77,525.73","76,371.86",-1.49%,18.35,0,0.00,0.00,0.00,0.00%,"26,000.00","76,371.86",193.74%,0,,,,,,,,
0,"26,000.00",373,7/30/2018,10.59,S,S,10.29,0.00,0.00,0.00,0.00,0.00%,18.16,"76,371.86","4,205.50","76,371.86","76,371.86",0.00%,"26,000.00","76,371.86",193.74%,76.37185545,,,,,,,,
0,"26,000.00",374,7/31/2018,10.65,S,H,10.48,0.00,0.00,0.00,0.00,0.00%,18.45,0,"4,205.50","76,371.86","77,591.45",1.60%,"26,000.00","77,591.45",198.43%,0,,,,,,,,
1000,"27,000.00",375,8/1/2018,10.66,S,H,10.42,500.00,47.98,500.00,500.00,0.00%,18.01,500,"4,233.26","76,871.86","76,241.03",-0.82%,"27,000.00","76,741.03",184.23%,1,,,,,,,,
0,"27,000.00",376,8/2/2018,10.68,B,B,10.75,"76,241.03","7,140.17","76,741.03","76,756.87",0.02%,18.08,0,0.00,0.00,0.00,0.00%,"27,000.00","76,756.87",184.28%,76.24103065,,,,,,,,
0,"27,000.00",377,8/3/2018,10.71,B,H,10.8,0.00,"7,140.17","76,741.03","77,113.87",0.49%,18.32,0,0.00,0.00,0.00,0.00%,"27,000.00","77,113.87",185.61%,0,,,,,,,,
0,"27,000.00",378,8/6/2018,10.77,B,H,10.99,0.00,"7,140.17","76,741.03","78,470.51",2.25%,18.37,0,0.00,0.00,0.00,0.00%,"27,000.00","78,470.51",190.63%,0,,,,,,,,
0,"27,000.00",379,8/7/2018,10.83,B,H,11.26,0.00,"7,140.17","76,741.03","80,398.35",4.77%,18.09,0,0.00,0.00,0.00,0.00%,"27,000.00","80,398.35",197.77%,0,,,,,,,,
0,"27,000.00",380,8/8/2018,10.95,B,H,11.35,0.00,"7,140.17","76,741.03","81,040.97",5.60%,18.14,0,0.00,0.00,0.00,0.00%,"27,000.00","81,040.97",200.15%,0,,,,,,,,
0,"27,000.00",381,8/9/2018,10.99,B,H,11,0.00,"7,140.17","76,741.03","78,541.91",2.35%,18.57,0,0.00,0.00,0.00,0.00%,"27,000.00","78,541.91",190.90%,0,,,,,,,,
0,"27,000.00",382,8/10/2018,10.93,S,S,10.17,0.00,0.00,0.00,0.00,0.00%,18.97,"78,541.91","4,140.32","78,541.91","78,541.91",0.00%,"27,000.00","78,541.91",190.90%,78.54190897,,,,,,,,
0,"27,000.00",383,8/13/2018,10.91,S,H,10.21,0.00,0.00,0.00,0.00,0.00%,18.89,0,"4,140.32","78,541.91","78,210.68",-0.42%,"27,000.00","78,210.68",189.67%,0,,,,,,,,
0,"27,000.00",384,8/14/2018,10.87,S,H,10.18,0.00,0.00,0.00,0.00,0.00%,18.74,0,"4,140.32","78,541.91","77,589.63",-1.21%,"27,000.00","77,589.63",187.37%,0,,,,,,,,
0,"27,000.00",385,8/15/2018,10.80,S,H,9.76,0.00,0.00,0.00,0.00,0.00%,19.05,0,"4,140.32","78,541.91","78,873.13",0.42%,"27,000.00","78,873.13",192.12%,0,,,,,,,,
0,"27,000.00",386,8/16/2018,10.72,S,H,9.69,0.00,0.00,0.00,0.00,0.00%,19.05,0,"4,140.32","78,541.91","78,873.13",0.42%,"27,000.00","78,873.13",192.12%,0,,,,,,,,
0,"27,000.00",387,8/17/2018,10.59,S,H,9.47,0.00,0.00,0.00,0.00,0.00%,19.12,0,"4,140.32","78,541.91","79,162.96",0.79%,"27,000.00","79,162.96",193.20%,0,,,,,,,,
0,"27,000.00",388,8/20/2018,10.45,S,H,9.45,0.00,0.00,0.00,0.00,0.00%,19.49,0,"4,140.32","78,541.91","80,694.88",2.74%,"27,000.00","80,694.88",198.87%,0,,,,,,,,
0,"27,000.00",389,8/21/2018,10.33,S,H,10.01,0.00,0.00,0.00,0.00,0.00%,19.31,0,"4,140.32","78,541.91","79,949.62",1.79%,"27,000.00","79,949.62",196.11%,0,,,,,,,,
1000,"28,000.00",390,8/22/2018,10.21,S,H,10.14,500.00,49.31,500.00,500.00,0.00%,19.52,500,"4,165.94","79,041.91","81,319.09",2.88%,"28,000.00","81,819.09",192.21%,1,,,,,,,,
0,"28,000.00",391,8/23/2018,10.12,B,B,10.17,"81,319.09","8,045.29","81,819.09","81,820.57",0.00%,19.61,0,0.00,0.00,0.00,0.00%,"28,000.00","81,820.57",192.22%,81.31908609,,,,,,,,
0,"28,000.00",392,8/24/2018,10.14,B,H,10.61,0.00,"8,045.29","81,819.09","85,360.49",4.33%,19.73,0,0.00,0.00,0.00,0.00%,"28,000.00","85,360.49",204.86%,0,,,,,,,,
0,"28,000.00",393,8/27/2018,10.23,B,H,11.11,0.00,"8,045.29","81,819.09","89,383.13",9.24%,19.36,0,0.00,0.00,0.00,0.00%,"28,000.00","89,383.13",219.23%,0,,,,,,,,
0,"28,000.00",394,8/28/2018,10.32,B,H,11.24,0.00,"8,045.29","81,819.09","90,429.02",10.52%,19.02,0,0.00,0.00,0.00,0.00%,"28,000.00","90,429.02",222.96%,0,,,,,,,,
0,"28,000.00",395,8/29/2018,10.46,B,H,11.33,0.00,"8,045.29","81,819.09","91,153.10",11.41%,19.09,0,0.00,0.00,0.00,0.00%,"28,000.00","91,153.10",225.55%,0,,,,,,,,
0,"28,000.00",396,8/30/2018,10.60,B,H,11.01,0.00,"8,045.29","81,819.09","88,578.61",8.26%,19.21,0,0.00,0.00,0.00,0.00%,"28,000.00","88,578.61",216.35%,0,,,,,,,,
0,"28,000.00",397,8/31/2018,10.89,B,H,11.2,0.00,"8,045.29","81,819.09","90,107.21",10.13%,19.07,0,0.00,0.00,0.00,0.00%,"28,000.00","90,107.21",221.81%,0,,,,,,,,
0,"28,000.00",398,9/4/2018,11.05,B,H,11.46,0.00,"8,045.29","81,819.09","92,198.99",12.69%,18.74,0,0.00,0.00,0.00,0.00%,"28,000.00","92,198.99",229.28%,0,,,,,,,,
0,"28,000.00",399,9/5/2018,11.20,B,H,11.29,0.00,"8,045.29","81,819.09","90,831.29",11.01%,18.59,0,0.00,0.00,0.00,0.00%,"28,000.00","90,831.29",224.40%,0,,,,,,,,
0,"28,000.00",400,9/6/2018,11.29,S,S,10.39,0.00,0.00,0.00,0.00,0.00%,18.80,"90,831.29","4,831.45","90,831.29","90,831.29",0.00%,"28,000.00","90,831.29",224.40%,90.83128644,,,,,,,,
0,"28,000.00",401,9/7/2018,11.30,S,H,10.26,0.00,0.00,0.00,0.00,0.00%,18.31,0,"4,831.45","90,831.29","88,463.88",-2.61%,"28,000.00","88,463.88",215.94%,0,,,,,,,,
0,"28,000.00",402,9/10/2018,11.22,S,H,10.6,0.00,0.00,0.00,0.00,0.00%,18.50,0,"4,831.45","90,831.29","89,381.85",-1.60%,"28,000.00","89,381.85",219.22%,0,,,,,,,,
0,"28,000.00",403,9/11/2018,11.12,S,H,10.28,0.00,0.00,0.00,0.00,0.00%,18.10,0,"4,831.45","90,831.29","87,449.27",-3.72%,"28,000.00","87,449.27",212.32%,0,,,,,,,,
0,"28,000.00",404,9/12/2018,10.96,S,H,9.93,0.00,0.00,0.00,0.00,0.00%,18.22,0,"4,831.45","90,831.29","88,029.04",-3.09%,"28,000.00","88,029.04",214.39%,0,,,,,,,,
1000,"29,000.00",405,9/13/2018,10.87,S,H,10.28,500.00,48.64,500.00,500.00,0.00%,18.28,500,"4,858.80","91,331.29","88,818.93",-2.75%,"29,000.00","89,318.93",208.00%,1,,,,,,,,
0,"29,000.00",406,9/14/2018,10.82,S,H,10.61,0.00,48.64,500.00,516.05,3.21%,18.05,0,"4,858.80","91,331.29","87,701.41",-3.97%,"29,000.00","88,217.46",204.20%,0,,,,,,,,
0,"29,000.00",407,9/17/2018,10.79,S,H,10.13,0.00,48.64,500.00,492.70,-1.46%,18.02,0,"4,858.80","91,331.29","87,555.64",-4.13%,"29,000.00","88,048.35",203.61%,0,,,,,,,,
0,"29,000.00",408,9/18/2018,10.70,S,H,10.42,0.00,48.64,500.00,506.81,1.36%,17.47,0,"4,858.80","91,331.29","84,883.30",-7.06%,"29,000.00","85,390.11",194.45%,0,,,,,,,,
0,"29,000.00",409,9/19/2018,10.61,S,H,10.48,0.00,48.64,500.00,509.73,1.95%,17.16,0,"4,858.80","91,331.29","83,377.07",-8.71%,"29,000.00","83,886.80",189.26%,0,,,,,,,,
0,"29,000.00",410,9/20/2018,10.59,B,B,10.84,"83,377.07","7,740.25","83,877.07","83,904.31",0.03%,17.38,0,0.00,0.00,0.00,0.00%,"29,000.00","83,904.31",189.33%,83.37707156,,,,,,,,
0,"29,000.00",411,9/21/2018,10.62,B,H,10.74,0.00,"7,740.25","83,877.07","83,130.28",-0.89%,17.37,0,0.00,0.00,0.00,0.00%,"29,000.00","83,130.28",186.66%,0,,,,,,,,
0,"29,000.00",412,9/24/2018,10.64,B,H,10.85,0.00,"7,740.25","83,877.07","83,981.71",0.12%,17.22,0,0.00,0.00,0.00,0.00%,"29,000.00","83,981.71",189.59%,0,,,,,,,,
0,"29,000.00",413,9/25/2018,10.67,S,S,10.28,0.00,0.00,0.00,0.00,0.00%,17.11,"83,981.71","4,908.34","83,981.71","83,981.71",0.00%,"29,000.00","83,981.71",189.59%,83.98171142,,,,,,,,
0,"29,000.00",414,9/26/2018,10.71,S,H,9.99,0.00,0.00,0.00,0.00,0.00%,17.48,0,"4,908.34","83,981.71","85,797.80",2.16%,"29,000.00","85,797.80",195.85%,0,,,,,,,,
0,"29,000.00",415,9/27/2018,10.67,S,H,10.12,0.00,0.00,0.00,0.00,0.00%,17.50,0,"4,908.34","83,981.71","85,895.96",2.28%,"29,000.00","85,895.96",196.19%,0,,,,,,,,
0,"29,000.00",416,9/28/2018,10.63,S,H,10.31,0.00,0.00,0.00,0.00,0.00%,17.34,0,"4,908.34","83,981.71","85,110.63",1.34%,"29,000.00","85,110.63",193.48%,0,,,,,,,,
0,"29,000.00",417,10/1/2018,10.64,S,H,10.39,0.00,0.00,0.00,0.00,0.00%,16.96,0,"4,908.34","83,981.71","83,245.46",-0.88%,"29,000.00","83,245.46",187.05%,0,,,,,,,,
0,"29,000.00",418,10/2/2018,10.66,S,H,10.41,0.00,0.00,0.00,0.00,0.00%,17.29,0,"4,908.34","83,981.71","84,865.21",1.05%,"29,000.00","84,865.21",192.64%,0,,,,,,,,
0,"29,000.00",419,10/3/2018,10.66,S,H,10.43,0.00,0.00,0.00,0.00,0.00%,16.37,0,"4,908.34","83,981.71","80,349.54",-4.32%,"29,000.00","80,349.54",177.07%,0,,,,,,,,
1000,"30,000.00",420,10/4/2018,10.59,S,H,9.87,500.00,50.66,500.00,500.00,0.00%,16.01,500,"4,939.57","84,481.71","79,082.54",-6.39%,"30,000.00","79,582.54",165.28%,1,,,,,,,,
0,"30,000.00",421,10/5/2018,10.49,S,H,9.17,0.00,50.66,500.00,464.54,-7.09%,15.62,0,"4,939.57","84,481.71","77,156.10",-8.67%,"30,000.00","77,620.64",158.74%,0,,,,,,,,
0,"30,000.00",422,10/8/2018,10.32,S,H,8.84,0.00,50.66,500.00,447.82,-10.44%,15.43,0,"4,939.57","84,481.71","76,217.59",-9.78%,"30,000.00","76,665.41",155.55%,0,,,,,,,,
0,"30,000.00",423,10/9/2018,10.14,S,H,8.84,0.00,50.66,500.00,447.82,-10.44%,15.89,0,"4,939.57","84,481.71","78,489.79",-7.09%,"30,000.00","78,937.61",163.13%,0,,,,,,,,
0,"30,000.00",424,10/10/2018,9.95,S,H,7.66,0.00,50.66,500.00,388.04,-22.39%,15.77,0,"4,939.57","84,481.71","77,897.04",-7.79%,"30,000.00","78,285.08",160.95%,0,,,,,,,,
0,"30,000.00",425,10/11/2018,9.74,S,H,7.42,0.00,50.66,500.00,375.89,-24.82%,16.34,0,"4,939.57","84,481.71","80,712.60",-4.46%,"30,000.00","81,088.48",170.29%,0,,,,,,,,
0,"30,000.00",426,10/12/2018,9.52,S,H,7.83,0.00,50.66,500.00,396.66,-20.67%,16.19,0,"4,939.57","84,481.71","79,971.66",-5.34%,"30,000.00","80,368.32",167.89%,0,,,,,,,,
0,"30,000.00",427,10/15/2018,9.24,S,H,7.62,0.00,50.66,500.00,386.02,-22.80%,16.17,0,"4,939.57","84,481.71","79,872.87",-5.46%,"30,000.00","80,258.89",167.53%,0,,,,,,,,
0,"30,000.00",428,10/16/2018,9.00,S,H,8.37,0.00,50.66,500.00,424.01,-15.20%,16.26,0,"4,939.57","84,481.71","80,317.43",-4.93%,"30,000.00","80,741.44",169.14%,0,,,,,,,,
0,"30,000.00",429,10/17/2018,8.80,S,H,8.27,0.00,50.66,500.00,418.95,-16.21%,15.96,0,"4,939.57","84,481.71","78,835.56",-6.68%,"30,000.00","79,254.50",164.18%,0,,,,,,,,
0,"30,000.00",430,10/18/2018,8.59,S,H,7.65,0.00,50.66,500.00,387.54,-22.49%,15.96,0,"4,939.57","84,481.71","78,835.56",-6.68%,"30,000.00","79,223.10",164.08%,0,,,,,,,,
0,"30,000.00",431,10/19/2018,8.39,S,H,7.29,0.00,50.66,500.00,369.30,-26.14%,15.86,0,"4,939.57","84,481.71","78,341.60",-7.27%,"30,000.00","78,710.90",162.37%,0,,,,,,,,
0,"30,000.00",432,10/22/2018,8.23,S,H,7.43,0.00,50.66,500.00,376.39,-24.72%,15.77,0,"4,939.57","84,481.71","77,897.04",-7.79%,"30,000.00","78,273.43",160.91%,0,,,,,,,,
0,"30,000.00",433,10/23/2018,8.08,S,H,7.31,0.00,50.66,500.00,370.31,-25.94%,15.90,0,"4,939.57","84,481.71","78,539.18",-7.03%,"30,000.00","78,909.50",163.03%,0,,,,,,,,
0,"30,000.00",434,10/24/2018,7.92,S,H,5.86,0.00,50.66,500.00,296.86,-40.63%,16.28,0,"4,939.57","84,481.71","80,416.22",-4.81%,"30,000.00","80,713.08",169.04%,0,,,,,,,,
1000,"31,000.00",435,10/25/2018,7.75,S,H,6.26,500.00,130.53,"1,000.00",817.12,-18.29%,16.09,500,"4,970.65","84,981.71","79,977.70",-5.89%,"31,000.00","80,794.82",160.63%,1,,,,,,,,
0,"31,000.00",436,10/26/2018,7.56,S,H,5.93,0.00,130.53,"1,000.00",774.05,-22.60%,16.35,0,"4,970.65","84,981.71","81,270.07",-4.37%,"31,000.00","82,044.12",164.66%,0,,,,,,,,
0,"31,000.00",437,10/29/2018,7.41,S,H,5.75,0.00,130.53,"1,000.00",750.55,-24.94%,16.26,0,"4,970.65","84,981.71","80,822.71",-4.89%,"31,000.00","81,573.26",163.14%,0,,,,,,,,
0,"31,000.00",438,10/30/2018,7.22,S,H,6.47,0.00,130.53,"1,000.00",844.53,-15.55%,16.03,0,"4,970.65","84,981.71","79,679.46",-6.24%,"31,000.00","80,524.00",159.75%,0,,,,,,,,
0,"31,000.00",439,10/31/2018,7.04,S,H,6.7,0.00,130.53,"1,000.00",874.56,-12.54%,15.76,0,"4,970.65","84,981.71","78,337.39",-7.82%,"31,000.00","79,211.95",155.52%,0,,,,,,,,
0,"31,000.00",440,11/1/2018,6.99,B,B,7.63,"78,337.39","10,397.55","79,337.39","79,333.34",-0.01%,15.79,0,0.00,0.00,0.00,0.00%,"31,000.00","79,333.34",155.91%,78.33738887,,,,,,,,
0,"31,000.00",441,11/2/2018,6.97,B,H,7.28,0.00,"10,397.55","79,337.39","75,694.19",-4.59%,15.21,0,0.00,0.00,0.00,0.00%,"31,000.00","75,694.19",144.17%,0,,,,,,,,
0,"31,000.00",442,11/5/2018,6.94,B,H,7.1,0.00,"10,397.55","79,337.39","73,822.63",-6.95%,15.37,0,0.00,0.00,0.00,0.00%,"31,000.00","73,822.63",138.14%,0,,,,,,,,
0,"31,000.00",443,11/6/2018,6.94,B,H,7.35,0.00,"10,397.55","79,337.39","76,422.02",-3.67%,15.34,0,0.00,0.00,0.00,0.00%,"31,000.00","76,422.02",146.52%,0,,,,,,,,
0,"31,000.00",444,11/7/2018,7.01,B,H,7.62,0.00,"10,397.55","79,337.39","79,229.36",-0.14%,15.39,0,0.00,0.00,0.00,0.00%,"31,000.00","79,229.36",155.58%,0,,,,,,,,
0,"31,000.00",445,11/8/2018,7.14,B,H,7.52,0.00,"10,397.55","79,337.39","78,189.61",-1.45%,15.38,0,0.00,0.00,0.00,0.00%,"31,000.00","78,189.61",152.22%,0,,,,,,,,
0,"31,000.00",446,11/9/2018,7.24,S,S,7.1,0.00,0.00,0.00,0.00,0.00%,15.74,"78,189.61","4,967.57","78,189.61","78,189.61",0.00%,"31,000.00","78,189.61",152.22%,78.18960765,,,,,,,,
0,"31,000.00",447,11/12/2018,7.28,S,H,6.17,0.00,0.00,0.00,0.00,0.00%,16.05,0,"4,967.57","78,189.61","79,729.56",1.97%,"31,000.00","79,729.56",157.19%,0,,,,,,,,
0,"31,000.00",448,11/13/2018,7.31,S,H,6.4,0.00,0.00,0.00,0.00,0.00%,15.99,0,"4,967.57","78,189.61","79,431.50",1.59%,"31,000.00","79,431.50",156.23%,0,,,,,,,,
0,"31,000.00",449,11/14/2018,7.30,S,H,6.47,0.00,0.00,0.00,0.00,0.00%,16.04,0,"4,967.57","78,189.61","79,679.88",1.91%,"31,000.00","79,679.88",157.03%,0,,,,,,,,
1000,"32,000.00",450,11/15/2018,7.25,S,H,7.13,500.00,70.13,500.00,500.00,0.00%,16.02,500,"4,998.78","78,689.61","80,080.53",1.77%,"32,000.00","80,580.53",151.81%,1,,,,,,,,
0,"32,000.00",451,11/16/2018,7.18,S,H,6.87,0.00,70.13,500.00,481.77,-3.65%,16.28,0,"4,998.78","78,689.61","81,380.21",3.42%,"32,000.00","81,861.98",155.82%,0,,,,,,,,
0,"32,000.00",452,11/19/2018,7.14,S,H,6.07,0.00,70.13,500.00,425.67,-14.87%,16.42,0,"4,998.78","78,689.61","82,080.04",4.31%,"32,000.00","82,505.71",157.83%,0,,,,,,,,
0,"32,000.00",453,11/20/2018,7.03,S,H,6.1,0.00,70.13,500.00,427.77,-14.45%,16.44,0,"4,998.78","78,689.61","82,180.02",4.44%,"32,000.00","82,607.79",158.15%,0,,,,,,,,
0,"32,000.00",454,11/21/2018,6.82,S,H,6.17,0.00,70.13,500.00,432.68,-13.46%,16.42,0,"4,998.78","78,689.61","82,080.04",4.31%,"32,000.00","82,512.72",157.85%,0,,,,,,,,
0,"32,000.00",455,11/23/2018,6.71,S,H,6.17,0.00,70.13,500.00,432.68,-13.46%,16.46,0,"4,998.78","78,689.61","82,279.99",4.56%,"32,000.00","82,712.67",158.48%,0,,,,,,,,
