AMount,Total,SRNO,Date,AveragePrice,BuyORSell,OrHold,Price,TQQQInvest,TOtQty,TQQQInvested,TQQQValues,PL,Adj Close,QQQInvest,QTRY,QQQInvested,QQQValues,PL,Invested,Price,,,,SOXL,10,,,,,
0,"43,000.00",626,8/1/2019,12.57,S,H,10.8,0.00,0.00,0.00,0.00,0.00%,26.43,0,"14,060.23","351,215.32","371,611.83",5.81%,"43,000.00","371,611.83",764.21%,0,,,,,,,,
0,"43,000.00",627,8/2/2019,12.50,S,H,10.29,0.00,0.00,0.00,0.00,0.00%,27.11,0,"14,060.23","351,215.32","381,172.78",8.53%,"43,000.00","381,172.78",786.45%,0,,,,,,,,
0,"43,000.00",628,8/5/2019,12.25,S,H,8.95,0.00,0.00,0.00,0.00,0.00%,28.57,0,"14,060.23","351,215.32","401,700.72",14.37%,"43,000.00","401,700.72",834.19%,0,,,,,,,,
0,"43,000.00",629,8/6/2019,11.99,S,H,9.31,0.00,0.00,0.00,0.00,0.00%,29.19,0,"14,060.23","351,215.32","410,418.06",16.86%,"43,000.00","410,418.06",854.46%,0,,,,,,,,
1000,"44,000.00",630,8/7/2019,11.60,S,H,9.5,500.00,52.63,500.00,500.00,0.00%,29.27,500,"14,077.31","351,715.32","412,042.87",17.15%,"44,000.00","412,542.87",837.60%,1,,,,,,,,
0,"44,000.00",631,8/8/2019,11.32,S,H,10.28,0.00,52.63,500.00,541.05,8.21%,29.43,0,"14,077.31","351,715.32","414,295.24",17.79%,"44,000.00","414,836.30",842.81%,0,,,,,,,,
0,"44,000.00",632,8/9/2019,11.02,S,H,9.7,0.00,52.63,500.00,510.53,2.11%,29.29,0,"14,077.31","351,715.32","412,324.42",17.23%,"44,000.00","412,834.95",838.26%,0,,,,,,,,
0,"44,000.00",633,8/12/2019,10.71,S,H,9.36,0.00,52.63,500.00,492.63,-1.47%,31.08,0,"14,077.31","351,715.32","437,522.81",24.40%,"44,000.00","438,015.44",895.49%,0,,,,,,,,
0,"44,000.00",634,8/13/2019,10.47,S,H,10.18,0.00,52.63,500.00,535.79,7.16%,30.78,0,"14,077.31","351,715.32","433,299.61",23.20%,"44,000.00","433,835.40",885.99%,0,,,,,,,,
0,"44,000.00",635,8/14/2019,10.19,S,H,9.23,0.00,52.63,500.00,485.79,-2.84%,32.82,0,"14,077.31","351,715.32","462,017.33",31.36%,"44,000.00","462,503.12",951.14%,0,,,,,,,,
0,"44,000.00",636,8/15/2019,9.91,S,H,9.15,0.00,52.63,500.00,481.58,-3.68%,33.90,0,"14,077.31","351,715.32","477,220.82",35.68%,"44,000.00","477,702.40",985.69%,0,,,,,,,,
0,"44,000.00",637,8/16/2019,9.83,B,B,9.9,"477,220.82","48,256.76","477,720.82","477,741.87",0.00%,33.08,0,0.00,0.00,0.00,0.00%,"44,000.00","477,741.87",985.78%,477.220822,,,,,,,,
0,"44,000.00",638,8/19/2019,9.96,B,H,10.47,0.00,"48,256.76","477,720.82","505,248.23",5.76%,31.70,0,0.00,0.00,0.00,0.00%,"44,000.00","505,248.23",1048.29%,0,,,,,,,,
0,"44,000.00",639,8/20/2019,10.04,B,H,10.3,0.00,"48,256.76","477,720.82","497,044.58",4.04%,32.62,0,0.00,0.00,0.00,0.00%,"44,000.00","497,044.58",1029.65%,0,,,,,,,,
0,"44,000.00",640,8/21/2019,10.16,B,H,10.59,0.00,"48,256.76","477,720.82","511,039.04",6.97%,31.99,0,0.00,0.00,0.00,0.00%,"44,000.00","511,039.04",1061.45%,0,,,,,,,,
0,"44,000.00",641,8/22/2019,10.21,B,H,10.58,0.00,"48,256.76","477,720.82","510,556.47",6.87%,31.37,0,0.00,0.00,0.00,0.00%,"44,000.00","510,556.47",1060.36%,0,,,,,,,,
0,"44,000.00",642,8/23/2019,10.24,S,S,9.21,0.00,0.00,0.00,0.00,0.00%,32.88,"510,556.47","15,527.87","510,556.47","510,556.47",0.00%,"44,000.00","510,556.47",1060.36%,510.5564681,,,,,,,,
0,"44,000.00",643,8/26/2019,10.24,S,H,9.44,0.00,0.00,0.00,0.00,0.00%,32.48,0,"15,527.87","510,556.47","504,345.32",-1.22%,"44,000.00","504,345.32",1046.24%,0,,,,,,,,
0,"44,000.00",644,8/27/2019,10.18,S,H,9.34,0.00,0.00,0.00,0.00,0.00%,33.99,0,"15,527.87","510,556.47","527,792.41",3.38%,"44,000.00","527,792.41",1099.53%,0,,,,,,,,
1000,"45,000.00",645,8/28/2019,10.16,S,H,9.51,500.00,52.58,500.00,500.00,0.00%,34.12,500,"15,542.53","511,056.47","530,311.03",3.77%,"45,000.00","530,811.03",1079.58%,1,,,,,,,,
0,"45,000.00",646,8/29/2019,10.25,S,H,10.16,0.00,52.58,500.00,534.17,6.83%,33.73,0,"15,542.53","511,056.47","524,249.45",2.58%,"45,000.00","524,783.62",1066.19%,0,,,,,,,,
0,"45,000.00",647,8/30/2019,10.27,B,B,10.33,"524,249.45","50,802.76","524,749.45","524,792.56",0.01%,33.75,0,0.00,0.00,0.00,0.00%,"45,000.00","524,792.56",1066.21%,524.2494451,,,,,,,,
0,"45,000.00",648,9/3/2019,10.22,S,S,9.79,0.00,0.00,0.00,0.00,0.00%,33.82,"524,792.56","15,517.23","524,792.56","524,792.56",0.00%,"45,000.00","524,792.56",1066.21%,524.7925576,,,,,,,,
0,"45,000.00",649,9/4/2019,10.21,B,B,10.59,"524,792.56","49,555.48","524,792.56","524,792.56",0.00%,33.97,0,0.00,0.00,0.00,0.00%,"45,000.00","524,792.56",1066.21%,524.7925576,,,,,,,,
0,"45,000.00",650,9/5/2019,10.34,B,H,11.58,0.00,"49,555.48","524,792.56","573,852.49",9.35%,32.18,0,0.00,0.00,0.00,0.00%,"45,000.00","573,852.49",1175.23%,0,,,,,,,,
0,"45,000.00",651,9/6/2019,10.49,B,H,11.63,0.00,"49,555.48","524,792.56","576,330.26",9.82%,32.84,0,0.00,0.00,0.00,0.00%,"45,000.00","576,330.26",1180.73%,0,,,,,,,,
0,"45,000.00",652,9/9/2019,10.75,B,H,11.79,0.00,"49,555.48","524,792.56","584,259.14",11.33%,31.07,0,0.00,0.00,0.00,0.00%,"45,000.00","584,259.14",1198.35%,0,,,,,,,,
0,"45,000.00",653,9/10/2019,10.99,B,H,11.95,0.00,"49,555.48","524,792.56","592,188.01",12.84%,29.45,0,0.00,0.00,0.00,0.00%,"45,000.00","592,188.01",1215.97%,0,,,,,,,,
0,"45,000.00",654,9/11/2019,11.32,B,H,12.48,0.00,"49,555.48","524,792.56","618,452.42",17.85%,29.28,0,0.00,0.00,0.00,0.00%,"45,000.00","618,452.42",1274.34%,0,,,,,,,,
0,"45,000.00",655,9/12/2019,11.61,B,H,12.59,0.00,"49,555.48","524,792.56","623,903.52",18.89%,28.69,0,0.00,0.00,0.00,0.00%,"45,000.00","623,903.52",1286.45%,0,,,,,,,,
0,"45,000.00",656,9/13/2019,11.84,B,H,12.48,0.00,"49,555.48","524,792.56","618,452.42",17.85%,26.84,0,0.00,0.00,0.00,0.00%,"45,000.00","618,452.42",1274.34%,0,,,,,,,,
0,"45,000.00",657,9/16/2019,11.90,B,H,12.23,0.00,"49,555.48","524,792.56","606,063.55",15.49%,27.84,0,0.00,0.00,0.00,0.00%,"45,000.00","606,063.55",1246.81%,0,,,,,,,,
0,"45,000.00",658,9/17/2019,12.12,B,H,12.34,0.00,"49,555.48","524,792.56","611,514.65",16.53%,28.31,0,0.00,0.00,0.00,0.00%,"45,000.00","611,514.65",1258.92%,0,,,,,,,,
0,"45,000.00",659,9/18/2019,12.30,B,H,12.36,0.00,"49,555.48","524,792.56","612,505.76",16.71%,28.67,0,0.00,0.00,0.00,0.00%,"45,000.00","612,505.76",1261.12%,0,,,,,,,,
1000,"46,000.00",660,9/19/2019,12.36,S,S,12.17,500.00,0.00,0.00,0.00,0.00%,28.92,"613,005.76","21,196.60","613,005.76","613,005.76",0.00%,"46,000.00","613,005.76",1232.62%,613.5057613,,,,,,,,
0,"46,000.00",661,9/20/2019,12.42,S,H,11.49,0.00,0.00,0.00,0.00,0.00%,30.01,0,"21,196.60","613,005.76","636,110.06",3.77%,"46,000.00","636,110.06",1282.85%,0,,,,,,,,
0,"46,000.00",662,9/23/2019,12.41,S,H,11.85,0.00,0.00,0.00,0.00,0.00%,30.01,0,"21,196.60","613,005.76","636,110.06",3.77%,"46,000.00","636,110.06",1282.85%,0,,,,,,,,
0,"46,000.00",663,9/24/2019,12.43,S,H,11.25,0.00,0.00,0.00,0.00,0.00%,31.06,0,"21,196.60","613,005.76","658,366.49",7.40%,"46,000.00","658,366.49",1331.23%,0,,,,,,,,
0,"46,000.00",664,9/25/2019,12.37,S,H,11.83,0.00,0.00,0.00,0.00,0.00%,29.64,0,"21,196.60","613,005.76","628,267.32",2.49%,"46,000.00","628,267.32",1265.80%,0,,,,,,,,
0,"46,000.00",665,9/26/2019,12.27,S,H,11.86,0.00,0.00,0.00,0.00,0.00%,30.21,0,"21,196.60","613,005.76","640,349.38",4.46%,"46,000.00","640,349.38",1292.06%,0,,,,,,,,
0,"46,000.00",666,9/27/2019,12.18,S,H,11,0.00,0.00,0.00,0.00,0.00%,30.47,0,"21,196.60","613,005.76","645,860.50",5.36%,"46,000.00","645,860.50",1304.04%,0,,,,,,,,
0,"46,000.00",667,9/30/2019,12.08,S,H,11.35,0.00,0.00,0.00,0.00,0.00%,30.63,0,"21,196.60","613,005.76","649,251.95",5.91%,"46,000.00","649,251.95",1311.42%,0,,,,,,,,
0,"46,000.00",668,10/1/2019,12.04,S,H,11.04,0.00,0.00,0.00,0.00,0.00%,30.97,0,"21,196.60","613,005.76","656,458.80",7.09%,"46,000.00","656,458.80",1327.08%,0,,,,,,,,
0,"46,000.00",669,10/2/2019,11.89,S,H,10.52,0.00,0.00,0.00,0.00,0.00%,31.18,0,"21,196.60","613,005.76","660,910.08",7.81%,"46,000.00","660,910.08",1336.76%,0,,,,,,,,
0,"46,000.00",670,10/3/2019,11.74,S,H,11.05,0.00,0.00,0.00,0.00,0.00%,32.01,0,"21,196.60","613,005.76","678,503.26",10.68%,"46,000.00","678,503.26",1375.01%,0,,,,,,,,
0,"46,000.00",671,10/4/2019,11.67,S,H,11.65,0.00,0.00,0.00,0.00,0.00%,32.71,0,"21,196.60","613,005.76","693,340.89",13.11%,"46,000.00","693,340.89",1407.26%,0,,,,,,,,
0,"46,000.00",672,10/7/2019,11.65,S,H,11.39,0.00,0.00,0.00,0.00,0.00%,31.89,0,"21,196.60","613,005.76","675,959.67",10.27%,"46,000.00","675,959.67",1369.48%,0,,,,,,,,
0,"46,000.00",673,10/8/2019,11.54,S,H,10.34,0.00,0.00,0.00,0.00,0.00%,32.13,0,"21,196.60","613,005.76","681,046.86",11.10%,"46,000.00","681,046.86",1380.54%,0,,,,,,,,
0,"46,000.00",674,10/9/2019,11.46,S,H,10.86,0.00,0.00,0.00,0.00,0.00%,31.57,0,"21,196.60","613,005.76","669,176.76",9.16%,"46,000.00","669,176.76",1354.73%,0,,,,,,,,
1000,"47,000.00",675,10/10/2019,11.41,S,H,11.18,500.00,44.72,500.00,500.00,0.00%,30.15,500,"21,213.19","613,505.76","639,577.58",4.25%,"47,000.00","640,077.58",1261.87%,1,,,,,,,,
0,"47,000.00",676,10/11/2019,11.47,B,B,11.93,"639,577.58","53,655.58","640,077.58","640,111.13",0.01%,29.02,0,0.00,0.00,0.00,0.00%,"47,000.00","640,111.13",1261.94%,639.5775831,,,,,,,,
0,"47,000.00",677,10/14/2019,11.53,B,H,11.93,0.00,"53,655.58","640,077.58","640,111.13",0.01%,29.64,0,0.00,0.00,0.00,0.00%,"47,000.00","640,111.13",1261.94%,0,,,,,,,,
0,"47,000.00",678,10/15/2019,11.61,B,H,12.71,0.00,"53,655.58","640,077.58","681,962.48",6.54%,28.56,0,0.00,0.00,0.00,0.00%,"47,000.00","681,962.48",1350.98%,0,,,,,,,,
0,"47,000.00",679,10/16/2019,11.80,B,H,12.16,0.00,"53,655.58","640,077.58","652,451.91",1.93%,28.63,0,0.00,0.00,0.00,0.00%,"47,000.00","652,451.91",1288.20%,0,,,,,,,,
0,"47,000.00",680,10/17/2019,11.96,B,H,12.28,0.00,"53,655.58","640,077.58","658,890.58",2.94%,28.49,0,0.00,0.00,0.00,0.00%,"47,000.00","658,890.58",1301.89%,0,,,,,,,,
0,"47,000.00",681,10/18/2019,12.02,S,S,11.87,0.00,0.00,0.00,0.00,0.00%,28.48,"658,890.58","23,135.20","658,890.58","658,890.58",0.00%,"47,000.00","658,890.58",1301.89%,658.8905798,,,,,,,,
0,"47,000.00",682,10/21/2019,12.10,B,B,12.55,"658,890.58","52,501.24","658,890.58","658,890.58",0.00%,27.78,0,0.00,0.00,0.00,0.00%,"47,000.00","658,890.58",1301.89%,658.8905798,,,,,,,,
0,"47,000.00",683,10/22/2019,12.27,S,S,12.26,0.00,0.00,0.00,0.00,0.00%,28.28,"658,890.58","23,298.82","658,890.58","658,890.58",0.00%,"47,000.00","658,890.58",1301.89%,658.8905798,,,,,,,,
0,"47,000.00",684,10/23/2019,12.35,S,H,11.54,0.00,0.00,0.00,0.00,0.00%,28.38,0,"23,298.82","658,890.58","661,220.46",0.35%,"47,000.00","661,220.46",1306.85%,0,,,,,,,,
0,"47,000.00",685,10/24/2019,12.44,S,H,12.38,0.00,0.00,0.00,0.00,0.00%,28.21,0,"23,298.82","658,890.58","657,259.66",-0.25%,"47,000.00","657,259.66",1298.42%,0,,,,,,,,
0,"47,000.00",686,10/25/2019,12.52,B,B,13.14,"657,259.66","50,019.76","657,259.66","657,259.66",0.00%,27.75,0,0.00,0.00,0.00,0.00%,"47,000.00","657,259.66",1298.42%,657.2596625,,,,,,,,
0,"47,000.00",687,10/28/2019,12.71,B,H,13.83,0.00,"50,019.76","657,259.66","691,773.30",5.25%,27.05,0,0.00,0.00,0.00,0.00%,"47,000.00","691,773.30",1371.86%,0,,,,,,,,
0,"47,000.00",688,10/29/2019,12.84,B,H,13.47,0.00,"50,019.76","657,259.66","673,766.18",2.51%,27.08,0,0.00,0.00,0.00,0.00%,"47,000.00","673,766.18",1333.55%,0,,,,,,,,
0,"47,000.00",689,10/30/2019,12.95,B,H,13.47,0.00,"50,019.76","657,259.66","673,766.18",2.51%,28.25,0,0.00,0.00,0.00,0.00%,"47,000.00","673,766.18",1333.55%,0,,,,,,,,
1000,"48,000.00",690,10/31/2019,13.01,B,H,13.22,500.00,"50,057.58","657,759.66","661,761.24",0.61%,29.37,500,17.02,500.00,500.00,0.00%,"48,000.00","662,261.24",1279.71%,1,,,,,,,,
0,"48,000.00",691,11/1/2019,13.20,B,H,14.13,0.00,"50,057.58","657,759.66","707,313.64",7.53%,29.11,0,17.02,500.00,495.57,-0.89%,"48,000.00","707,809.22",1374.60%,0,,,,,,,,
0,"48,000.00",692,11/4/2019,13.46,B,H,15.05,0.00,"50,057.58","657,759.66","753,366.62",14.54%,27.97,0,17.02,500.00,476.17,-4.77%,"48,000.00","753,842.79",1470.51%,0,,,,,,,,
0,"48,000.00",693,11/5/2019,13.73,B,H,15.14,0.00,"50,057.58","657,759.66","757,871.80",15.22%,27.02,0,17.02,500.00,459.99,-8.00%,"48,000.00","758,331.80",1479.86%,0,,,,,,,,
0,"48,000.00",694,11/6/2019,14.05,B,H,14.8,0.00,"50,057.58","657,759.66","740,852.22",12.63%,27.51,0,17.02,500.00,468.34,-6.33%,"48,000.00","741,320.56",1444.42%,0,,,,,,,,
0,"48,000.00",695,11/7/2019,14.37,B,H,15.09,0.00,"50,057.58","657,759.66","755,368.92",14.84%,26.02,0,17.02,500.00,442.97,-11.41%,"48,000.00","755,811.89",1474.61%,0,,,,,,,,
0,"48,000.00",696,11/8/2019,14.59,B,H,15.33,0.00,"50,057.58","657,759.66","767,382.74",16.67%,25.68,0,17.02,500.00,437.18,-12.56%,"48,000.00","767,819.92",1499.62%,0,,,,,,,,
0,"48,000.00",697,11/11/2019,14.72,B,H,15.08,0.00,"50,057.58","657,759.66","754,868.35",14.76%,25.70,0,17.02,500.00,437.52,-12.50%,"48,000.00","755,305.87",1473.55%,0,,,,,,,,
0,"48,000.00",698,11/12/2019,14.85,B,H,15.22,0.00,"50,057.58","657,759.66","761,876.41",15.83%,26.07,0,17.02,500.00,443.82,-11.24%,"48,000.00","762,320.23",1488.17%,0,,,,,,,,
0,"48,000.00",699,11/13/2019,15.02,B,H,15.21,0.00,"50,057.58","657,759.66","761,375.83",15.75%,26.52,0,17.02,500.00,451.48,-9.70%,"48,000.00","761,827.31",1487.14%,0,,,,,,,,
0,"48,000.00",700,11/14/2019,15.19,S,S,15.08,0.00,0.00,0.00,0.00,0.00%,27.33,"761,375.83","27,875.63","761,875.83","761,841.10",0.00%,"48,000.00","761,841.10",1487.17%,761.375833,,,,,,,,
0,"48,000.00",701,11/15/2019,15.37,B,B,15.47,"761,841.10","49,246.35","761,841.10","761,841.10",0.00%,27.28,0,0.00,0.00,0.00,0.00%,"48,000.00","761,841.10",1487.17%,761.8411037,,,,,,,,
0,"48,000.00",702,11/18/2019,15.42,S,S,15.38,0.00,0.00,0.00,0.00,0.00%,27.42,"761,841.10","27,784.14","761,841.10","761,841.10",0.00%,"48,000.00","761,841.10",1487.17%,761.8411037,,,,,,,,
0,"48,000.00",703,11/19/2019,15.44,S,H,15.14,0.00,0.00,0.00,0.00,0.00%,28.06,0,"27,784.14","761,841.10","779,622.95",2.33%,"48,000.00","779,622.95",1524.21%,0,,,,,,,,
0,"48,000.00",704,11/20/2019,15.45,S,H,14.62,0.00,0.00,0.00,0.00,0.00%,28.92,0,"27,784.14","761,841.10","803,517.31",5.47%,"48,000.00","803,517.31",1573.99%,0,,,,,,,,
1000,"49,000.00",705,11/21/2019,15.35,S,H,14.12,500.00,35.41,500.00,500.00,0.00%,28.41,500,"27,801.74","762,341.10","789,847.40",3.61%,"49,000.00","790,347.40",1512.95%,1,,,,,,,,
0,"49,000.00",706,11/22/2019,15.26,S,H,14.11,0.00,35.41,500.00,499.65,-0.07%,28.48,0,"27,801.74","762,341.10","791,793.52",3.86%,"49,000.00","792,293.17",1516.92%,0,,,,,,,,
0,"49,000.00",707,11/25/2019,15.26,S,H,15.14,0.00,35.41,500.00,536.12,7.22%,28.77,0,"27,801.74","762,341.10","799,856.03",4.92%,"49,000.00","800,392.15",1533.45%,0,,,,,,,,
0,"49,000.00",708,11/26/2019,15.21,S,H,14.94,0.00,35.41,500.00,529.04,5.81%,29.28,0,"27,801.74","762,341.10","814,034.91",6.78%,"49,000.00","814,563.95",1562.38%,0,,,,,,,,
0,"49,000.00",709,11/27/2019,15.22,B,B,15.26,"814,034.91","53,379.77","814,534.91","814,575.28",0.00%,29.00,0,0.00,0.00,0.00,0.00%,"49,000.00","814,575.28",1562.40%,814.0349145,,,,,,,,
0,"49,000.00",710,11/29/2019,15.13,S,S,14.76,0.00,0.00,0.00,0.00,0.00%,28.78,"814,575.28","28,303.52","814,575.28","814,575.28",0.00%,"49,000.00","814,575.28",1562.40%,814.5752828,,,,,,,,
0,"49,000.00",711,12/2/2019,15.04,S,H,14.11,0.00,0.00,0.00,0.00,0.00%,27.67,0,"28,303.52","814,575.28","783,158.38",-3.86%,"49,000.00","783,158.38",1498.28%,0,,,,,,,,
0,"49,000.00",712,12/3/2019,14.80,S,H,13.47,0.00,0.00,0.00,0.00,0.00%,29.34,0,"28,303.52","814,575.28","830,425.25",1.95%,"49,000.00","830,425.25",1594.75%,0,,,,,,,,
0,"49,000.00",713,12/4/2019,14.69,S,H,14.1,0.00,0.00,0.00,0.00,0.00%,28.52,0,"28,303.52","814,575.28","807,216.37",-0.90%,"49,000.00","807,216.37",1547.38%,0,,,,,,,,
0,"49,000.00",714,12/5/2019,14.69,S,H,14.27,0.00,0.00,0.00,0.00,0.00%,28.11,0,"28,303.52","814,575.28","795,611.92",-2.33%,"49,000.00","795,611.92",1523.70%,0,,,,,,,,
0,"49,000.00",715,12/6/2019,14.74,B,B,14.93,"795,611.92","53,289.48","795,611.92","795,611.92",0.00%,27.61,0,0.00,0.00,0.00,0.00%,"49,000.00","795,611.92",1523.70%,795.611925,,,,,,,,
0,"49,000.00",716,12/9/2019,14.73,S,S,14.68,0.00,0.00,0.00,0.00,0.00%,27.80,"795,611.92","28,619.13","795,611.92","795,611.92",0.00%,"49,000.00","795,611.92",1523.70%,795.611925,,,,,,,,
0,"49,000.00",717,12/10/2019,14.74,B,B,14.84,"795,611.92","53,612.66","795,611.92","795,611.92",0.00%,27.75,0,0.00,0.00,0.00,0.00%,"49,000.00","795,611.92",1523.70%,795.611925,,,,,,,,
0,"49,000.00",718,12/11/2019,14.80,B,H,15.82,0.00,"53,612.66","795,611.92","848,152.34",6.60%,28.42,0,0.00,0.00,0.00,0.00%,"49,000.00","848,152.34",1630.92%,0,,,,,,,,
0,"49,000.00",719,12/12/2019,15.04,B,H,17.1,0.00,"53,612.66","795,611.92","916,776.54",15.23%,27.04,0,0.00,0.00,0.00,0.00%,"49,000.00","916,776.54",1770.97%,0,,,,,,,,
1000,"50,000.00",720,12/13/2019,15.29,B,H,16.82,500.00,"53,642.39","796,111.92","902,265.00",13.33%,27.93,500,17.90,500.00,500.00,0.00%,"50,000.00","902,765.00",1705.53%,1,,,,,,,,
0,"50,000.00",721,12/16/2019,15.58,B,H,17.3,0.00,"53,642.39","796,111.92","928,013.35",16.57%,27.19,0,17.90,500.00,486.75,-2.65%,"50,000.00","928,500.10",1757.00%,0,,,,,,,,
0,"50,000.00",722,12/17/2019,16.00,B,H,17.52,0.00,"53,642.39","796,111.92","939,814.67",18.05%,27.08,0,17.90,500.00,484.78,-3.04%,"50,000.00","940,299.45",1780.60%,0,,,,,,,,
0,"50,000.00",723,12/18/2019,16.34,B,H,17.5,0.00,"53,642.39","796,111.92","938,741.82",17.92%,26.41,0,17.90,500.00,472.79,-5.44%,"50,000.00","939,214.61",1778.43%,0,,,,,,,,
0,"50,000.00",724,12/19/2019,16.69,B,H,17.91,0.00,"53,642.39","796,111.92","960,735.20",20.68%,26.53,0,17.90,500.00,474.94,-5.01%,"50,000.00","961,210.14",1822.42%,0,,,,,,,,
0,"50,000.00",725,12/20/2019,17.04,B,H,18.49,0.00,"53,642.39","796,111.92","991,847.79",24.59%,26.58,0,17.90,500.00,475.83,-4.83%,"50,000.00","992,323.62",1884.65%,0,,,,,,,,
0,"50,000.00",726,12/23/2019,17.43,B,H,18.59,0.00,"53,642.39","796,111.92","997,212.03",25.26%,26.42,0,17.90,500.00,472.97,-5.41%,"50,000.00","997,685.00",1895.37%,0,,,,,,,,
0,"50,000.00",727,12/24/2019,18.00,B,H,18.73,0.00,"53,642.39","796,111.92","1,004,721.96",26.20%,26.63,0,17.90,500.00,476.73,-4.65%,"50,000.00","1,005,198.69",1910.40%,0,,,,,,,,
0,"50,000.00",728,12/26/2019,18.19,B,H,18.8,0.00,"53,642.39","796,111.92","1,008,476.93",26.68%,26.83,0,17.90,500.00,480.31,-3.94%,"50,000.00","1,008,957.24",1917.91%,0,,,,,,,,
0,"50,000.00",729,12/27/2019,18.35,B,H,18.59,0.00,"53,642.39","796,111.92","997,212.03",25.26%,26.92,0,17.90,500.00,481.92,-3.62%,"50,000.00","997,693.95",1895.39%,0,,,,,,,,
0,"50,000.00",730,12/30/2019,18.43,S,S,18.2,0.00,0.00,0.00,0.00,0.00%,26.65,"997,212.03","37,436.74","997,712.03","997,689.11",0.00%,"50,000.00","997,689.11",1895.38%,997.2120287,,,,,,,,
0,"50,000.00",731,12/31/2019,18.62,S,H,18.32,0.00,0.00,0.00,0.00,0.00%,25.84,0,"37,436.74","997,712.03","967,365.36",-3.04%,"50,000.00","967,365.36",1834.73%,0,,,,,,,,
0,"50,000.00",732,1/2/2020,18.81,B,B,19.46,"967,365.36","49,710.45","967,365.36","967,365.36",0.00%,26.73,0,0.00,0.00,0.00,0.00%,"50,000.00","967,365.36",1834.73%,967.365355,,,,,,,,
0,"50,000.00",733,1/3/2020,18.85,S,S,18.41,0.00,0.00,0.00,0.00,0.00%,27.91,"967,365.36","34,660.17","967,365.36","967,365.36",0.00%,"50,000.00","967,365.36",1834.73%,967.365355,,,,,,,,
0,"50,000.00",734,1/6/2020,18.73,S,H,17.83,0.00,0.00,0.00,0.00,0.00%,27.48,0,"34,660.17","967,365.36","952,461.48",-1.54%,"50,000.00","952,461.48",1804.92%,0,,,,,,,,
1000,"51,000.00",735,1/7/2020,18.77,S,H,18.75,500.00,26.67,500.00,500.00,0.00%,27.07,500,"34,678.64","967,865.36","938,750.81",-3.01%,"51,000.00","939,250.81",1741.67%,1,,,,,,,,
0,"51,000.00",736,1/8/2020,18.81,S,H,18.79,0.00,26.67,500.00,501.07,0.21%,26.55,0,"34,678.64","967,865.36","920,717.92",-4.87%,"51,000.00","921,218.99",1706.31%,0,,,,,,,,
0,"51,000.00",737,1/9/2020,18.88,B,B,19.11,"920,717.92","48,206.57","921,217.92","921,227.52",0.00%,26.81,0,0.00,0.00,0.00,0.00%,"51,000.00","921,227.52",1706.33%,920.7179186,,,,,,,,
0,"51,000.00",738,1/10/2020,18.92,S,S,18.72,0.00,0.00,0.00,0.00,0.00%,27.50,"921,227.52","33,499.18","921,227.52","921,227.52",0.00%,"51,000.00","921,227.52",1706.33%,921.2275186,,,,,,,,
0,"51,000.00",739,1/13/2020,19.03,B,B,19.46,"921,227.52","47,339.54","921,227.52","921,227.52",0.00%,27.22,0,0.00,0.00,0.00,0.00%,"51,000.00","921,227.52",1706.33%,921.2275186,,,,,,,,
0,"51,000.00",740,1/14/2020,19.21,B,H,19.58,0.00,"47,339.54","921,227.52","926,908.26",0.62%,27.67,0,0.00,0.00,0.00,0.00%,"51,000.00","926,908.26",1717.47%,0,,,,,,,,
0,"51,000.00",741,1/15/2020,19.25,S,S,18.88,0.00,0.00,0.00,0.00,0.00%,28.22,"926,908.26","32,845.79","926,908.26","926,908.26",0.00%,"51,000.00","926,908.26",1717.47%,926.9082638,,,,,,,,
0,"51,000.00",742,1/16/2020,19.28,B,B,19.82,"926,908.26","46,766.31","926,908.26","926,908.26",0.00%,27.92,0,0.00,0.00,0.00,0.00%,"51,000.00","926,908.26",1717.47%,926.9082638,,,,,,,,
0,"51,000.00",743,1/17/2020,19.58,B,H,20.21,0.00,"46,766.31","926,908.26","945,147.12",1.97%,27.25,0,0.00,0.00,0.00,0.00%,"51,000.00","945,147.12",1753.23%,0,,,,,,,,
0,"51,000.00",744,1/21/2020,19.73,B,H,20.17,0.00,"46,766.31","926,908.26","943,276.47",1.77%,28.05,0,0.00,0.00,0.00,0.00%,"51,000.00","943,276.47",1749.56%,0,,,,,,,,
0,"51,000.00",745,1/22/2020,19.97,B,H,20.65,0.00,"46,766.31","926,908.26","965,724.30",4.19%,28.34,0,0.00,0.00,0.00,0.00%,"51,000.00","965,724.30",1793.58%,0,,,,,,,,
0,"51,000.00",746,1/23/2020,20.16,B,H,21.12,0.00,"46,766.31","926,908.26","987,704.47",6.56%,28.91,0,0.00,0.00,0.00,0.00%,"51,000.00","987,704.47",1836.68%,0,,,,,,,,
0,"51,000.00",747,1/24/2020,20.45,S,S,20.41,0.00,0.00,0.00,0.00,0.00%,29.62,"987,704.47","33,345.86","987,704.47","987,704.47",0.00%,"51,000.00","987,704.47",1836.68%,987.7044668,,,,,,,,
0,"51,000.00",748,1/27/2020,20.38,S,H,18.04,0.00,0.00,0.00,0.00,0.00%,31.01,0,"33,345.86","987,704.47","1,034,055.22",4.69%,"51,000.00","1,034,055.22",1927.56%,0,,,,,,,,
0,"51,000.00",749,1/28/2020,20.32,S,H,19.33,0.00,0.00,0.00,0.00,0.00%,30.27,0,"33,345.86","987,704.47","1,009,379.28",2.19%,"51,000.00","1,009,379.28",1879.18%,0,,,,,,,,
